,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),Patient safety(out of 10),ER wait time,Primary Care Provider(PCP)
105,305085,LANGDON PLACE OF KEENE,136 A ARCH STREET,KEENE,NH,3431,6033573902,Cheshire,25,22.5,Medicare and Medicaid,5,4,5,4,4.68981,0.23034,2.667,0,0,0,0,9,46,12,35,8,0,5,No
106,555878,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",1340 E MADISON AVE,EL CAJON,CA,92021,6194471020,San Diego,99,95.4,Medicare and Medicaid,3,3,3,3,,0.11206,54,5,4,0,0,7,36,21,95,7,,3,FP
107,395440,MANORCARE HEALTH SERVICES-CAMP HILL,1700 MARKET STREET,CAMP HILL,PA,17011,7177378551,Cumberland,123,112.2,Medicare and Medicaid,1,1,4,3,3.45046,0.09886,159.5,3,5,0,0,12,14,22,15,4,9,5,No
108,445435,WOODBURY HEALTH AND REHABILITATION CENTER,119 WEST HIGH STREET,WOODBURY,TN,37190,6155635939,Cannon,102,67.6,Medicare and Medicaid,5,3,5,4,4.11116,0.04326,19.333,2,1,0,0,3,31,24,35,3,,4,PD
109,345273,KINDRED HOSPITAL EAST GREENSBORO,2401 SOUTH SIDE BOULEVARD,GREENSBORO,NC,27406,3362712800,Guilford,23,20.4,Medicare and Medicaid,5,5,2,3,6.64925,0.07167,1.333,0,0,0,0,5,56,23,25,7,4,5,FP
110,525424,BROOKFIELD REHAB AND SPECIALTY CARE CTR,18740 W BLUEMOUND RD,BROOKFIELD,WI,53045,2627820230,Waukesha,224,125.1,Medicare and Medicaid,1,1,4,3,4.0477,0.05277,196.833,3,17,2,3,3,10,43,55,5,,2,PD
111,555796,MISSION CARE CENTER,4800 DELTA AVENUE,ROSEMEAD,CA,91770,6266072400,Los Angeles,59,55.4,Medicare and Medicaid,5,4,5,2,4.10347,0.17907,34,0,2,0,0,4,41,52,95,9,5,3,FP
112,3.80E+158,EAST PORTLAND CARE CENTER,34 NE 20TH AVENUE,PORTLAND,OR,97232,5032310276,Multnomah,30,20.2,Medicaid,2,1,4,5,4.98721,0,365.5,4,4,0,0,6,3,45,98,3,,2,FP
113,375417,WESTHAVEN NURSING HOME,1215 SOUTH WESTERN,STILLWATER,OK,74074,4057431140,Payne,125,69.4,Medicare and Medicaid,3,3,3,2,3.45186,0.01301,,0,1,0,0,5,34,32,75,4,7,4,No
114,365695,DOYLESTOWN HEALTH CARE CENTER,95 BLACK DRIVE,DOYLESTOWN,OH,44230,3306582061,Wayne,99,66.8,Medicare and Medicaid,4,4,4,2,3.26441,0.03016,23.333,0,1,0,0,8,42,42,45,9,6,2,PD
115,366331,SIENNA SKILLED NURSING & REHABILITATION,250 CADIZ ROAD,WINTERSVILLE,OH,43953,7402645245,Jefferson,88,77.7,Medicare and Medicaid,2,1,5,2,3.22633,0.02113,122.667,0,10,0,0,6,12,52,46,3,6,5,FP
116,335481,NEWFANE REHAB & HEALTH CARE CENTER,2709 TRANSIT RD,NEWFANE,NY,14108,7167787111,Niagara,165,154.1,Medicare and Medicaid,2,2,4,2,3.32851,0.07225,35.333,1,2,0,0,4,23,42,15,8,3,3,FP
117,676441,THE HEIGHTS OF ALAMO,1214 S. ALAMO ROAD,ALAMO,TX,78516,9567158600,Hidalgo,54,67.2,Medicare and Medicaid,3,4,4,1,3.19149,0.05606,21.6,0,0,0,0,9,41,41,76,4,7,4,GP
118,495221,THE BRIAN CENTER,100 ALLEGHANY REGIONAL HOSPITAL LANE,LOW MOOR,VA,24457,5408623610,Alleghany,89,78.3,Medicare and Medicaid,5,5,4,2,3.83895,0.15253,4,0,0,0,0,7,58,42,25,6,9,21,FP
119,555114,DRIFTWOOD HEALTHCARE CENTER,4109 EMERALD ST,TORRANCE,CA,90503,3103714628,Los Angeles,99,88.5,Medicare and Medicaid,2,1,5,2,3.8738,0.19274,163.5,2,7,0,0,3,18,52,95,9,5,25,PD
120,415072,ELMWOOD NURSING AND REHABILITATION CENTER,225 ELMWOOD AVENUE,PROVIDENCE,RI,2907,4012720600,Providence,70,64.8,Medicare and Medicaid,5,5,4,3,3.14661,0.08507,1.333,3,1,0,0,12,51,43,25,7,,22,No
121,325104,NM BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS(THE),3695 HOT SPRINGS BOULEVARD,LAS VEGAS,NM,87701,5054542100,San Miguel,176,124.1,Medicare and Medicaid,3,2,2,4,3.86539,0.03465,173,3,1,2,4,3,28,24,85,8,,24,FP
122,366384,CYPRESS POINTE HEALTH CAMPUS,600 WEST NATIONAL ROAD,ENGLEWOOD,OH,45322,9378363149,Montgomery,79,70.4,Medicare and Medicaid,2,2,4,3,3.83116,0.05684,56.333,0,3,1,1,5,28,43,46,8,6,23,No
123,425138,GREER REHABILITATION AND HEALTHCARE CENTER,401 CHANDLER RD,GREER,SC,29651,8648791370,Greenville,133,121.6,Medicare and Medicaid,2,2,4,2,3.20331,0.03523,71.333,1,1,1,1,3,22,42,25,3,2,34,PD
124,285291,BROOKESTONE ACRES,4715 38TH STREET,COLUMBUS,NE,68601,4029429260,Platte,80,75,Medicare and Medicaid,4,4,3,4,4.74981,0.04977,22.667,0,1,0,0,9,47,91,65,9,8,12,FP
125,315233,LINCOLN SPECIALTY CARE CENTER,1640 SOUTH LINCOLN AVENUE,VINELAND,NJ,8360,8566928080,Cumberland,190,172.7,Medicare and Medicaid,2,2,4,3,,,33.333,3,11,1,1,8,20,43,85,3,1,44,PD
126,395878,ORWIGSBURG NURSING AND REHABILITATION  CENTER,1000 ORWIGSBURG MANOR DR,ORWIGSBURG,PA,17961,5703662999,Schuylkill,121,106.8,Medicare and Medicaid,5,5,4,2,3.26859,0.04318,10.667,0,0,0,0,5,52,42,15,7,,5,FP
127,335202,THE GRAND REHABILITATION AND NURSING AT BATAVIA,257 STATE ST,BATAVIA,NY,14020,5853431300,Genesee,62,61,Medicare and Medicaid,3,3,3,3,3.60892,0.0944,22.667,1,1,0,0,6,36,62,15,6,,2,FP
128,285186,LEGACY GARDEN REHABILITATION & LIVING CENTER,200 VALLEY VIEW DRIVE,PENDER,NE,68047,4023853072,Thurston,42,34.8,Medicare and Medicaid,3,2,4,4,3.31011,0.01138,56,13,0,1,2,7,23,44,65,8,8,4,No
129,676428,VIBRALIFE OF EL PASO REHABILITATION CENTER,3421 JOE BATTLE BOULEVARD,EL PASO,TX,79936,9155995500,El Paso,60,44.2,Medicare and Medicaid,1,1,3,1,3.85294,0.89429,153.667,0,2,1,1,1,18,31,76,6,7,5,GER
130,675733,FOCUSED CARE AT STONEBRIAR,110 E LIVE OAK ST,AUSTIN,TX,78704,5124443511,Travis,134,92,Medicare and Medicaid,2,3,3,1,3.11704,0.00835,42,0,1,0,0,2,31,23,75,3,,5,FP
131,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,4349832050,Buckingham,60,56.7,Medicare and Medicaid,2,3,4,1,3.03216,0,42.667,0,1,0,0,6,3,41,25,3,9,2,PD
132,555116,ROSEWOOD HEALTH FACILITY,1401 NEW STINE ROAD,BAKERSFIELD,CA,93309,6618340620,Kern,79,68.8,Medicare and Medicaid,4,3,5,3,4.46791,0.25325,63.333,4,7,0,0,8,34,53,95,7,5,3,GP
133,365759,HEALTH CENTER AT THE RENAISSAN,26376 JOHN RD,OLMSTED TWP,OH,44138,4402357100,Cuyahoga,96,88.6,Medicare and Medicaid,5,5,4,3,3.69997,0.06551,5.333,0,0,0,0,5,56,43,45,5,6,5,FP
134,385240,MARQUIS MARIAN ESTATES,390 SE CHURCH STREET,SUBLIMITY,OR,97385,5037693499,Marion,214,57.8,Medicare and Medicaid,3,2,3,4,5.14899,0.06285,110.833,3,6,1,1,9,21,34,95,4,8,5,PD
135,345492,NC STATE VETERANS HOME - FAYETTEVILLE,214 COCHRAN AVENUE,FAYETTEVILLE,NC,28301,9104824131,Cumberland,150,136.4,Medicare and Medicaid,5,4,5,3,4.18181,0.07591,15.333,0,1,1,1,7,41,53,25,9,4,4,PD
136,345412,BRANTWOOD NH & RETIREMENT CENT,1038 COLLEGE STREET,OXFORD,NC,27565,9196903334,Granville,80,67.1,Medicare and Medicaid,1,1,3,3,3.71119,0.14722,110.667,0,5,2,2,3,17,33,25,5,4,2,FP
137,395330,CHELTENHAM NURSING AND REHAB C,600 W CHELTENHAM AVENUE,PHILADELPHIA,PA,19126,2159277300,Montgomery,255,212.8,Medicare and Medicaid,1,1,3,1,3.15262,0.04994,,2,7,0,0,12,11,31,15,3,,3,No
138,455485,THE CLAIRMONT TYLER,900 S BAXTER AVE,TYLER,TX,75701,9035978192,Smith,91,92.4,Medicare and Medicaid,1,2,3,1,3.29949,0,72.667,1,2,1,1,7,13,31,75,8,5,4,PD
139,675809,WESTRIDGE NURSING AND REHABILITATION LP,1241 WESTRIDGE AVE,LANCASTER,TX,75146,9722275110,Dallas,110,55.4,Medicare and Medicaid,1,3,1,1,3.27463,0.00999,65.333,1,10,0,1,7,32,11,75,8,,2,FP
140,335582,BROOKHAVEN REHAB & HEALTH CARE CENTER L L C,250 BEACH 17TH STREET,FAR ROCKAWAY,NY,11691,7184717500,Queens,298,294.9,Medicare and Medicaid,3,3,4,2,2.61859,0.04985,16,1,0,0,0,6,36,42,15,8,3,5,PD
141,395712,CARLETON HEALTHCARE AND REHABILITATION CENTER,10 WEST AVENUE,WELLSBORO,PA,16901,5707242631,Tioga,26,19,Medicare and Medicaid,4,2,5,4,3.40455,0.22634,74.667,0,3,0,0,5,24,32,15,9,9,3,FP
142,395671,SOUTHMONT OF PRESBYTERIAN SENIORCARE,835 SOUTH MAIN STREET,WASHINGTON,PA,15301,7242224300,Washington,155,139.7,Medicare and Medicaid,5,3,5,4,3.92194,0.12306,30,0,0,0,0,8,39,42,15,7,,4,PD
143,555376,DANVILLE POST-ACUTE REHAB,336 DIABLO ROAD,DANVILLE,CA,94526,9258374566,Contra Costa,54,46.9,Medicare and Medicaid,5,5,5,4,4.12741,0.36261,13.333,1,0,0,0,6,51,36,95,7,,24,No
144,505442,CAROLINE KLINE GALLAND HOME,7500 SEWARD PARK AVENUE SOUTH,SEATTLE,WA,98118,2067258800,King,206,197.7,Medicare and Medicaid,5,4,5,4,,0.12459,46,2,1,0,0,4,44,21,95,4,0,43,No
145,505498,TOUCHMARK ON SOUTH HILL NURSING,2929 SOUTH WATERFORD DRIVE,SPOKANE,WA,99203,5095362929,Spokane,57,43.1,Medicare,5,5,5,4,4.46014,0.15834,38,3,4,1,1,9,54,25,95,9,0,42,FP
146,365956,KENDAL AT OBERLIN,600 KENDAL DRIVE,OBERLIN,OH,44074,4407750094,Lorain,12,3.5,Medicare,5,5,5,5,11.41607,0.44387,2.667,0,0,0,0,8,54,22,45,5,,10,FP
147,555165,HIGHLAND PARK SKILLED NURSING AND WELLNESS CENTER,5125 MONTE VISTA ST.,LOS ANGELES,CA,90042,3232546125,Los Angeles,59,56.2,Medicare and Medicaid,3,2,5,3,3.73932,0.03774,94,1,8,0,0,9,27,24,95,6,,33,GP
148,315047,WYNWOOD REHABILITATION AND HEALTHCARE CENTER,1700 WYNWOOD DRIVE,CINNAMINSON,NJ,8077,8568299000,Burlington,114,105,Medicare and Medicaid,2,1,5,2,,0.05824,38.667,0,3,1,1,7,16,23,85,4,5,25,FP
149,345423,WILSON REHABILITATION AND NURSING CENTER,1705 SOUTH TARBORO STREET,WILSON,NC,27893,2523998998,Wilson,90,67.2,Medicare and Medicaid,3,3,3,3,3.68787,0.16257,30.667,0,3,0,0,3,36,34,25,9,3,47,PD
150,555533,DRIFTWOOD HEALTHCARE CENTER - HAYWARD,19700 HESPERIAN BOULEVARD,HAYWARD,CA,94541,5107852880,Alameda,88,80.4,Medicare and Medicaid,4,4,4,4,3.89603,0.1303,29.333,3,2,1,1,3,48,12,95,3,5,10,No
151,15375,ANNISTON HEALTH AND REHAB SERVICES,600 E 8TH STREET,ANNISTON,AL,36207,2562364949,Calhoun,85,41.4,Medicare and Medicaid,4,3,4,4,3.58817,0.00544,16,0,0,0,0,5,35,44,33,5,,71,FP
152,365717,CONVALARIUM AT INDIAN RUN THE,6430 POST RD,DUBLIN,OH,43016,6147611188,Franklin,90,56.5,Medicare and Medicaid,3,2,5,2,3.33197,0.06462,60,0,4,0,0,3,23,52,45,9,,18,GIM
153,395865,MAPLEWOOD NURSING AND REHAB  CENTER,125 W SCHOOLHOUSE LANE,PHILADELPHIA,PA,19144,2158448806,Philadelphia,180,161.6,Medicare and Medicaid,2,2,4,2,3.42598,0.03804,78,0,5,0,0,4,24,42,15,6,9,37,PD
154,335284,CENTRAL ISLAND HEALTHCARE,825 OLD COUNTRY RD,PLAINVIEW,NY,11803,5164330600,Nassau,202,225.3,Medicare and Medicaid,4,3,5,2,3.09504,0.04646,16.667,2,0,0,0,9,30,52,15,8,8,78,FP
155,335069,CONESUS LAKE NURSING HOME,6131 BIG TREE ROAD BOX F,LIVONIA,NY,14487,5853463001,Livingston,48,40.7,Medicare and Medicaid,4,3,5,2,3.60397,0.12993,19.333,2,0,1,1,8,36,52,15,6,6,97,PD
156,355036,MARIAN MANOR HEALTHCARE CENTER,604 ASH AVE E,GLEN ULLIN,ND,58631,7013483107,Morton,72,64.1,Medicare and Medicaid,4,4,3,4,4.35091,0.07957,20.667,0,0,0,0,5,43,34,55,3,7,2,FP
157,305074,HOLY CROSS HEALTH CENTER,357 ISLAND POND ROAD,MANCHESTER,NH,3109,6036283550,Hillsborough,40,38.8,Medicare and Medicaid,5,4,5,4,4.06806,0.09698,2.667,1,0,0,0,6,40,54,35,7,5,32,FP
158,365893,BEREA CENTER,49 SHELDON RD,BEREA,OH,44017,4402340454,Cuyahoga,50,47.5,Medicare and Medicaid,5,4,5,2,2.91947,0.02212,24.667,0,1,0,0,7,49,52,45,9,4,42,No
159,525657,MONTELLO CARE CENTER,251 FOREST LANE,MONTELLO,WI,53949,6082972153,Marquette,50,38.8,Medicare and Medicaid,3,2,5,3,3.52479,0.03214,45.333,0,0,0,0,2,25,53,55,5,,21,No
160,395020,BAPTIST HOMES OF WESTERN PENNSYLVANIA,489 CASTLE SHANNON BLVD,PITTSBURGH,PA,15234,4125636550,Allegheny,126,112,Medicare and Medicaid,4,4,4,4,4.1592,0.04493,,0,1,0,0,6,41,60,15,7,5,25,FP
161,525721,MARSHFIELD CLINIC COMFORT AND RECOVERY-EAU CLAIRE,2116 CRAIG RD,EAU CLAIRE,WI,54701,7158361200,Eau Claire,12,4,Medicare,5,5,5,5,11.98302,0.58916,1.333,0,0,0,0,8,59,81,55,8,9,22,FP
162,395936,WAYNE WOODLANDS MANOR,37 WOODLANDS DRIVE,WAYMART,PA,18472,5704887130,Wayne,121,82,Medicare and Medicaid,2,1,5,2,3.8985,0.06995,189.167,0,10,0,1,5,18,56,15,3,8,24,GER
163,525591,BETHEL HOME AND SERVICES,614 S ROCK AVE,VIROQUA,WI,54665,6086372171,Vernon,50,46.8,Medicare and Medicaid,2,1,5,3,3.44863,0.06066,226.667,0,4,3,3,9,14,53,55,9,,23,PD
164,285160,ST. JOSEPH'S REHABILITATION & CARE CENTER,401 NORTH 18TH STREET,NORFOLK,NE,68701,4026447375,Madison,83,53.5,Medicare and Medicaid,5,4,5,5,5.09291,0.02607,20.667,2,0,0,0,7,40,55,65,6,,26,PD
165,555404,RIVERSIDE VILLAGE HEALTHCARE CENTER,17040 ARNOLD DR.,RIVERSIDE,CA,92518,9512386803,Riverside,59,59.1,Medicare,4,4,4,2,3.89657,0,49.333,4,3,0,0,12,1,42,95,9,7,6,No
166,525493,SUNRISE HEALTH SERVICES,3540 S 43RD ST,MILWAUKEE,WI,53220,4145411000,Milwaukee,85,84.5,Medicare and Medicaid,1,1,4,2,3.35598,0.08798,121,2,0,1,1,5,13,42,55,9,5,7,FP
167,515137,BERKELEY SPRINGS CENTER,456 AUTUMN ACRES ROAD,BERKELEY SPRINGS,WV,25411,3042583673,Morgan,120,82.7,Medicare and Medicaid,3,3,4,2,3.69541,0.01827,59.333,0,0,0,0,9,36,42,25,3,6,9,PD
168,335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,318 SOUTH ALBANY STREET,ITHACA,NY,14850,6072734166,Tompkins,120,105.5,Medicare and Medicaid,1,1,2,3,,0.09429,80.333,11,4,0,0,7,16,23,15,3,,9,PD
169,555645,AUBURN RAVINE TERRACE,750 AUBURN RAVINE ROAD,AUBURN,CA,95603,5308236131,Placer,59,50.1,Medicare and Medicaid,5,4,5,3,,0.06377,40.833,5,0,0,0,2,49,53,95,4,8,3,FP
170,395798,TRANSITIONS HEALTHCARE GETTYSBURG,595 BIGLERVILLE ROAD,GETTYSBURG,PA,17325,7173346249,Adams,135,124.7,Medicare and Medicaid,2,1,5,2,3.47625,0.15716,99.667,0,11,1,1,6,14,52,15,9,9,3,PD
171,675172,GULF HEALTHCARE CENTER - PORT ARTHUR,6600 NINTH AVE,PORT ARTHUR,TX,77642,4099625541,Jefferson,150,58.9,Medicare and Medicaid,4,4,5,1,,0.05576,38.667,0,0,0,0,8,49,51,75,7,7,4,FP
172,675670,FOCUSED CARE AT CORPUS,801 CANTWELL LN,CORPUS CHRISTI,TX,78408,3618824284,Nueces,94,49.5,Medicare and Medicaid,5,4,5,2,3.76272,0.01109,32,5,0,2,3,9,47,52,75,7,,7,FP
173,335407,PENFIELD PLACE,1700 PENFIELD RD,PENFIELD,NY,14526,5855867433,Monroe,48,43.6,Medicare and Medicaid,3,2,5,2,3.73567,0.11135,24.667,2,0,0,0,7,27,52,15,4,,8,No
174,555851,BAY AREA HEALTHCARE CENTER,1833 10TH AVENUE,OAKLAND,CA,94606,5105366512,Alameda,99,75.6,Medicare and Medicaid,5,5,5,4,6.11206,0.05696,14,0,3,0,0,3,51,54,95,5,5,7,No
175,525547,SYMPHONY OF GLENDALE,6263 N GREEN BAY AVE,GLENDALE,WI,53209,4143510543,Milwaukee,94,89.2,Medicare and Medicaid,1,1,4,2,3.03688,0.05835,166.167,1,10,2,3,12,10,42,55,4,,4,FP
176,365584,PORTSMOUTH HEALTHCARE,20 EASTER DRIVE,PORTSMOUTH,OH,45662,7403544505,Scioto,121,90.3,Medicare and Medicaid,1,1,2,2,3.30972,0.0637,164.333,1,9,0,2,3,13,22,45,8,8,5,FP
177,445362,SIGNATURE HEALTHCARE OF FENTRESS COUNTY,208 DUNCAN ST N,JAMESTOWN,TN,38556,9318795859,Fentress,140,94.4,Medicare and Medicaid,4,3,5,2,3.32854,0.0521,14,6,1,0,0,5,33,52,35,6,6,4,GP
178,515064,PLEASANT VALLEY NURSING AND REHABILITATION CENTER,640 SAND HILL ROAD,POINT PLEASANT,WV,25550,3046754340,Mason,100,96.6,Medicare and Medicaid,2,2,3,2,2.91341,0.00375,98.667,0,0,0,0,3,29,32,25,6,,8,FP
179,555083,ESKATON CARE CENTER MANZANITA,5318 MANZANITA  AVENUE,CARMICHAEL,CA,95608,9163318513,Sacramento,99,76,Medicare and Medicaid,5,4,4,5,5.31868,0.09399,26.667,0,8,0,0,4,43,43,95,8,,6,PD
180,555667,GARDEN PARK CARE CENTER,12681 HASTER STREET,GARDEN GROVE,CA,92840,7149712153,Orange,124,117.9,Medicare and Medicaid,5,4,5,2,4.66459,0,46,0,1,0,0,6,4,52,95,6,,9,No
181,445434,DOUGLAS HEALTH AND REHABILITATION,2084 W MAIN STREET,MILAN,TN,38358,7316868321,Gibson,72,64.7,Medicare and Medicaid,2,2,2,2,2.96911,0,36.667,1,0,0,0,7,5,22,35,3,9,9,PD
182,675423,ASHFORD GARDENS,7210 NORTHLINE DR,HOUSTON,TX,77076,7136992882,Harris,202,93.2,Medicare and Medicaid,1,1,2,1,3.26393,0.04901,157.333,1,13,1,1,1,12,21,75,2,9,3,PD
183,315282,PINE BROOK CARE CENTER,104 PENSION ROAD,ENGLISHTOWN,NJ,7726,7324463600,Monmouth,132,103.2,Medicare and Medicaid,2,1,5,2,2.72148,0.03885,52.333,0,3,1,1,6,17,52,75,8,,4,PD
184,455551,PLAINVIEW HEALTHCARE CENTER,2510 W 24TH ST,PLAINVIEW,TX,79072,8062965584,Hale,93,73.3,Medicare and Medicaid,2,3,3,1,2.36015,,66.667,0,0,0,0,8,33,31,75,5,9,9,FP
185,345386,WILKES REGIONAL MEDICAL CTR SN,1370 WEST D STREET,NORTH WILKESBORO,NC,28659,3366518100,Wilkes,10,7.9,Medicare and Medicaid,5,5,4,5,7.71347,0.09046,2,0,0,0,0,5,57,45,25,8,8,7,PD
186,676136,HUEBNER CREEK HEALTH & REHABILITATION CENTER,8306 HUEBNER RD,SAN ANTONIO,TX,78240,2106913111,Bexar,146,102.8,Medicare and Medicaid,3,3,4,2,3.74479,0.05824,44,1,2,0,0,9,37,42,76,3,,8,FP
187,525516,BADGER PRAIRIE HCC,1100 E VERONA AVE,VERONA,WI,53593,6088456601,Dane,120,111.7,Medicare and Medicaid,3,2,3,5,5.86697,0.00766,46.833,3,0,0,0,7,28,35,55,5,9,7,PD
188,335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,5166215400,Nassau,266,238.3,Medicare and Medicaid,4,3,5,3,3.83024,0.04763,22,3,0,0,0,7,38,53,15,5,8,4,No
189,555574,STONEY POINT HEALTHCARE CENTER,21820 CRAGGY VIEW ST.,CHATSWORTH,CA,91311,8188828233,Los Angeles,132,118.4,Medicare and Medicaid,1,1,3,2,3.66557,0.05106,131.333,3,14,1,1,3,16,32,95,7,7,5,No
190,345558,NC STATE VETERANS HOME-BLACK MOUNTAIN,62 LAKE EDEN ROAD,BLACK MOUNTAIN,NC,28711,8282576800,Buncombe,100,95.9,Medicare and Medicaid,5,3,5,4,4.19931,0.05067,26,0,1,0,0,12,31,54,25,5,,4,FP
191,505304,RAINIER REHABILITATION,920 12TH AVENUE SOUTHEAST,PUYALLUP,WA,98372,2538413422,Pierce,117,102.7,Medicare and Medicaid,4,3,5,2,4.81784,0.11577,88.333,0,13,2,2,5,38,52,95,1,,8,FP
192,345552,THE SHANNON GRAY REHABILITATION & RECOVERY CENTER,2005 SHANNON GRAY COURT,JAMESTOWN,NC,27282,3363074729,Guilford,150,104.6,Medicare and Medicaid,2,2,2,2,3.48577,0.02545,48.667,0,1,1,1,9,24,22,25,5,4,6,GP
193,455834,SOUTH PLACE REHABILITATION AND SKILLED NURSING,150 GIBSON RD,ATHENS,TX,75751,9036775864,Henderson,112,63.2,Medicare and Medicaid,1,2,3,1,3.65483,0.08129,82,0,2,0,0,7,26,31,75,3,5,6,FP
194,465125,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,835 EAST VINE STREET,MURRAY,UT,84107,8016933800,Salt Lake,61,56.2,Medicare and Medicaid,2,2,3,3,3.47209,0.1152,80,0,10,0,0,2,24,33,85,6,9,7,PD
195,275012,BENEFIS SENIOR SERVICES,2621 15TH AVE S,GREAT FALLS,MT,59405,4064555903,Cascade,146,134.9,Medicare and Medicaid,4,2,5,5,4.37972,0.12461,90,0,2,2,2,6,23,55,55,5,,5,No
196,33A246,ELIZABETH SETON PEDIATRIC CENTER,300 CORPORATE BLVD SOUTH,YONKERS,NY,10701,9142946300,Westchester,169,167.1,Medicaid,5,5,5,5,10.25046,0.2752,2,0,0,0,0,8,52,55,45,4,5,4,PD
197,676309,BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE,5020 SPACE CENTER BLVD,PASADENA,TX,77505,7135751800,Harris,124,105.4,Medicare and Medicaid,2,2,5,1,3.05968,0.02101,89.333,1,1,0,0,9,20,51,76,7,9,6,PD
198,345004,PERSON MEMORIAL HOSPITAL,615 RIDGE ROAD,ROXBORO,NC,27573,3365035707,Person,56,53.8,Medicare and Medicaid,1,1,1,3,3.36043,0.13638,191,0,1,2,3,7,13,13,25,8,8,6,No
199,335322,"HORNELL GARDENS, L L C",434 MONROE AVENUE,HORNELL,NY,14843,6073247740,Steuben,114,70.1,Medicare and Medicaid,2,2,4,2,3.31837,0.0578,24.667,1,2,0,0,12,23,42,15,1,9,34,FP
200,305087,MOUNTAIN VIEW COMMUNITY,93 WATER VILLAGE ROAD,OSSIPEE,NH,3864,6035397511,Carroll,103,100.3,Medicare and Medicaid,3,3,3,3,3.52644,0.05123,7.333,1,0,0,0,3,35,33,35,8,8,42,FP
201,415051,SCANDINAVIAN HOME INC,1811 BROAD STREET,CRANSTON,RI,2905,4014611433,Providence,74,68.2,Medicare and Medicaid,5,4,3,5,3.98023,0.05572,6,0,0,0,0,4,49,35,25,5,9,36,GP
202,675103,TRINITY NURSING AND REHABILITATION OF ITALY LP,220 DAVENPORT ST,ITALY,TX,76651,9724836369,Ellis,74,44.6,Medicare and Medicaid,4,5,1,2,2.98328,0.01097,14,0,0,0,0,8,59,12,75,7,,25,FP
203,365458,WOOD HAVEN HEALTH CARE SENIOR LIVING & REHAB,1965 E GYPSY LANE RD,BOWLING GREEN,OH,43402,4193538411,Wood,93,72,Medicare and Medicaid,3,3,4,3,,0,38,1,2,0,0,5,13,58,45,5,9,22,PD
204,395464,WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER,1000 EVERGREEN AVENUE,WEATHERLY,PA,18255,5704278683,Carbon,200,183.5,Medicare and Medicaid,1,1,3,1,3.46018,0.04338,163.333,1,15,0,1,5,14,36,15,6,,6,No
205,335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,5168971220,Nassau,200,136,Medicare and Medicaid,2,2,4,3,3.2184,0.08958,28,0,4,0,0,9,22,21,15,3,4,7,FP
206,365084,PLEASANTVIEW CARE CENTER,7377 RIDGE RD,PARMA,OH,44129,4408450200,Cuyahoga,162,76.9,Medicare and Medicaid,5,5,5,5,5.08998,0.05268,8.667,0,3,0,1,3,50,22,45,8,9,9,No
207,396009,NORRITON SQUARE NURSING AND REHABILITATION CENTER,1700 PINE STREET,NORRISTOWN,PA,19401,6102397100,Montgomery,99,89.3,Medicare and Medicaid,2,1,4,4,3.4077,0.07877,98.667,1,6,1,1,12,14,24,16,9,7,3,PD
208,395249,HAMPTON HOUSE,1548 SANS SOUCI PARKWAY,WILKES BARRE,PA,18702,5708258725,Luzerne,104,90.4,Medicare and Medicaid,1,1,3,3,,0.01836,106.667,2,10,2,2,3,11,23,15,4,9,3,FP
209,525683,WOODS CROSSING AT WOODS POINT,E401 23RD ST,BRODHEAD,WI,53520,6088973031,Rock,22,11.9,Medicare and Medicaid,5,3,5,5,6.71932,0.10005,24,0,0,1,1,5,37,34,55,8,9,4,PD
210,676365,WILLOW PARK REHABILITATION AND CARE CENTER,300 CROWNE POINT BLVD,WILLOW PARK,TX,76087,8177571200,Parker,125,104.8,Medicare and Medicaid,1,1,3,2,3.44215,0.09737,111.667,5,8,0,0,4,14,12,76,6,8,7,FP
211,495388,GAINESVILLE HEALTH AND REHAB CENTER,7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155,5712486100,Prince William,120,112.6,Medicare and Medicaid,3,2,5,3,3.68789,0.04622,90,0,3,0,0,5,26,53,25,8,6,4,FP
